Date,P,Temp,E,Q
7/4/2006,0.37,10.11665,4.439,50.96104167
7/5/2006,10.37,10.43055,4.445,48.95645833
7/6/2006,4.13,9.36665,4.449,52.67875
7/7/2006,1.43,13.3083,4.453,50.67416667
7/8/2006,0.28,16.8139,4.456,46.378125
7/9/2006,0.52,17.03335,4.459,42.94270833
7/10/2006,0,14.81665,4.46,41.511875
7/11/2006,0.02,13.73885,4.461,38.36333333
7/12/2006,0,14.47775,4.462,36.071875
7/13/2006,0.05,15.1333,4.461,34.35416667
7/14/2006,0.31,15.85,4.46,32.92333333
7/15/2006,0.45,15.75555,4.458,31.4925
7/16/2006,0,17.03885,4.456,30.34854167
7/17/2006,0.01,18.39445,4.453,28.91416667
7/18/2006,0,16.3361,4.449,27.62854167
7/19/2006,0,14.90275,4.444,26.424375
7/20/2006,0.36,17.45835,4.439,25.56729167
7/21/2006,0.02,20.22225,4.433,24.65
7/22/2006,0.49,21.20555,4.426,23.47770833
7/23/2006,0.56,21.26115,4.419,22.67375
7/24/2006,1.28,21.0389,4.411,22.67375
7/25/2006,0.26,20.71665,4.402,23.789375
7/26/2006,0.16,20.7083,4.393,22.81895833
7/27/2006,0.15,20.98055,4.383,20.87104167
7/28/2006,0.14,21.3,4.372,19.75541667
7/29/2006,0.87,21.04445,4.361,18.97979167
7/30/2006,0.03,18.58055,4.349,18.52291667
7/31/2006,0.81,19.22225,4.336,18.35291667
8/1/2006,0.49,20.3,4.322,18.40958333
8/2/2006,0.61,20.25,4.308,17.54895833
8/3/2006,0.18,20.69725,4.294,16.66354167
8/4/2006,0.34,20.22225,4.278,16.575
8/5/2006,0.16,18.5389,4.262,16.118125
8/6/2006,0,15.3333,4.245,15.63291667
8/7/2006,0.08,17.70835,4.228,14.885625
8/8/2006,0.06,16.8389,4.21,14.45708333
8/9/2006,0,15.21665,4.191,14.19854167
8/10/2006,0.08,17.5611,4.172,13.82666667
8/11/2006,0.87,18.375,4.152,13.6
8/12/2006,0.11,18.4139,4.132,13.74166667
8/13/2006,0.03,20.2639,4.111,13.36979167
8/14/2006,0,20.9611,4.089,12.76770833
8/15/2006,0,17.68055,4.067,12.13729167
8/16/2006,0,15.51665,4.044,11.76541667
8/17/2006,0,14.7528,4.021,11.421875
8/18/2006,0,16.01945,3.997,11.251875
8/19/2006,0,17.7194,3.972,10.99333333
8/20/2006,0.03,16.6778,3.947,10.763125
8/21/2006,0,16.01945,3.922,10.64979167
8/22/2006,0.12,10.68335,3.895,10.53645833
8/23/2006,0.02,12.45555,3.869,10.70645833
8/24/2006,0,14.0167,3.841,10.70645833
8/25/2006,0,14.825,3.814,10.33458333
8/26/2006,0.28,13.9361,3.785,10.04770833
8/27/2006,0,14.5972,3.757,9.764375
8/28/2006,0.06,16.4361,3.727,9.590833333
8/29/2006,0.03,13.00835,3.698,9.420833333
8/30/2006,0.08,12.1222,3.667,9.388958333
8/31/2006,0.02,12.6,3.637,9.275625
9/1/2006,0.47,13.5889,3.606,9.133958333
9/2/2006,2.02,14.7111,3.574,8.98875
9/3/2006,9.9,9.63055,3.542,9.218958333
9/4/2006,5.51,7.9583,3.509,13.65666667
9/5/2006,0.37,10.25,3.476,15.374375
9/6/2006,1.37,13.6889,3.443,13.228125
9/7/2006,0,15.8111,3.409,11.05
9/8/2006,0,14.3472,3.375,10.19291667
9/9/2006,0,8.8361,3.341,9.792708333
9/10/2006,0,7.11665,3.306,9.675833333
9/11/2006,0,8.0083,3.271,9.590833333
9/12/2006,0.04,9.6806,3.235,9.4775
9/13/2006,0.83,10.26945,3.199,9.332291667
9/14/2006,0.36,8.09445,3.163,9.275625
9/15/2006,0.07,10.5694,3.127,9.420833333
9/16/2006,0.09,12.62225,3.09,9.420833333
9/17/2006,0.32,14.725,3.053,9.275625
9/18/2006,0,14.8861,3.015,8.932083333
9/19/2006,0,14.59165,2.977,8.673541667
9/20/2006,0,13.8722,2.939,8.503541667
9/21/2006,0.04,11.33055,2.901,8.33
9/22/2006,0,12.28615,2.863,8.188333333
9/23/2006,0.08,14.2278,2.824,8.043125
9/24/2006,0,15.10835,2.785,7.958125
9/25/2006,0.02,14.5,2.746,7.873125
9/26/2006,0.01,14.0139,2.707,7.759791667
9/27/2006,0.02,14.2639,2.667,7.67125
9/28/2006,0.1,13.9611,2.627,7.58625
9/29/2006,0.48,10.53335,2.588,7.557916667
9/30/2006,0.04,11.8667,2.548,7.58625
10/1/2006,0.69,10.6944,2.507,7.699583333
10/2/2006,0.85,4.59165,2.467,7.788125
10/3/2006,2.38,0.90275,2.427,7.788125
10/4/2006,1.32,4.03885,2.386,7.816458333
10/5/2006,0.42,5.70835,2.346,8.075
10/6/2006,0.19,6.7972,2.305,8.188333333
10/7/2006,0.47,5.8917,2.264,8.075
10/8/2006,0.13,6.8861,2.224,7.958125
10/9/2006,0.49,9.74445,2.183,7.816458333
10/10/2006,0.36,9.3306,2.142,7.788125
10/11/2006,5.69,4.2278,2.101,8.33
10/12/2006,1.67,4.55,2.06,8.790416667
10/13/2006,0.28,3.6694,2.02,8.673541667
10/14/2006,9.69,1.75,1.979,9.247291667
10/15/2006,7.34,0.075,1.938,10.73479167
10/16/2006,1.1,2.6083,1.897,10.678125
10/17/2006,1.64,2.9028,1.856,10.24958333
10/18/2006,0.71,3.06945,1.816,9.764375
10/19/2006,1.07,4.0083,1.775,9.590833333
10/20/2006,5.14,3.48055,1.735,10.04770833
10/21/2006,17.97,2.3528,1.694,13.971875
10/22/2006,1.47,0.90275,1.654,16.80520833
10/23/2006,1.47,1.89725,1.614,13.79833333
10/24/2006,1,3.225,1.574,11.421875
10/25/2006,1.24,4.8139,1.534,10.47979167
10/26/2006,4.89,5.35,1.495,10.019375
10/27/2006,33.91,4.3917,1.455,16.776875
10/28/2006,10.39,0.425,1.416,48.95645833
10/29/2006,1.82,-2.14725,1.377,29.77479167
10/30/2006,6.4,-3.225,1.338,19.78375
10/31/2006,35.64,-1.0222,1.299,19.44020833
11/1/2006,24.05,-2.125,1.261,53.53583333
11/2/2006,4.1,-4.98055,1.222,34.64104167
11/3/2006,0.48,-6.2389,1.184,23.84958333
11/4/2006,12.98,-5.75555,1.147,19.55354167
11/5/2006,5.44,-3.56945,1.109,18.52291667
11/6/2006,12.18,-3.6444,1.072,18.95145833
11/7/2006,1.54,-5.2917,1.035,18.264375
11/8/2006,0.38,-5.9917,0.999,16.575
11/9/2006,3.27,-2.91945,0.963,14.42875
11/10/2006,2.52,-0.4528,0.927,16.06145833
11/11/2006,0.35,-0.2417,0.891,18.23604167
11/12/2006,3.46,-2.69165,0.856,17.63395833
11/13/2006,0.28,-4.7722,0.821,17.09208333
11/14/2006,0.84,-3.78055,0.787,15.63291667
11/15/2006,1.97,-3.775,0.753,14.9175
11/16/2006,6.93,-4.2611,0.719,14.17020833
11/17/2006,1.24,-7.5889,0.686,15.57270833
11/18/2006,0.39,-11.0222,0.653,13.28479167
11/19/2006,9.03,-6.4111,0.62,11.79375
11/20/2006,10.82,-5.8889,0.588,13.54333333
11/21/2006,0.46,-10.4139,0.557,15.0875
11/22/2006,1,-11.22225,0.526,11.251875
11/23/2006,8.05,-7.49165,0.495,10.763125
11/24/2006,2.89,-2.6722,0.465,11.79375
11/25/2006,7.1,-2.16945,0.435,18.57958333
11/26/2006,5.58,-5.7722,0.406,16.66354167
11/27/2006,9.91,-7.40835,0.377,15.03083333
11/28/2006,8.66,-7.0361,0.349,14.31541667
11/29/2006,22.24,-4.73885,0.321,14.23041667
11/30/2006,16.23,-0.3444,0.294,15.88791667
12/1/2006,13.76,-0.60835,0.267,30.91875
12/2/2006,9.23,-3.1889,0.241,39.22395833
12/3/2006,7.15,-6.4167,0.215,30.06166667
12/4/2006,1.36,-10.06945,0.19,24.04791667
12/5/2006,0.45,-10.93335,0.166,18.009375
12/6/2006,2.7,-8.8861,0.142,16.60333333
12/7/2006,4.41,-8.8528,0.118,15.1725
12/8/2006,1.71,-8.275,0.096,14.02854167
12/9/2006,6.84,-7.7,0.073,13.74166667
12/10/2006,0.17,-7.9472,0.052,14.02854167
12/11/2006,0.17,-7.4778,0.031,14.31541667
12/12/2006,1.43,-7.2361,0.01,14.74395833
12/13/2006,4.45,-7.2111,0,15.97645833
12/14/2006,1.25,-6.8583,0,17.20541667
12/15/2006,4.62,-6.5028,0,16.06145833
12/16/2006,16.1,-3.29445,0,15.80291667
12/17/2006,12.04,-0.125,0,19.26666667
12/18/2006,7.2,-0.6222,0,22.58875
12/19/2006,0.44,-3.04445,0,23.045625
12/20/2006,0.13,-1.42225,0,20.899375
12/21/2006,1.2,-1.4528,0,19.06833333
12/22/2006,0.17,-2.45275,0,18.23604167
12/23/2006,0.13,-3.2139,0,16.60333333
12/24/2006,0.55,-2.95555,0,16.29166667
12/25/2006,1.12,-4.3556,0,17.23375
12/26/2006,9.56,-2.98055,0,18.12270833
12/27/2006,12.94,0.3972,0,22.98895833
12/28/2006,6.81,-1.79725,0,27.168125
12/29/2006,0.67,-6.19445,0,27.083125
12/30/2006,0.33,-8.7639,0,24.22145833
12/31/2006,0.23,-11.9861,0,18.03770833
1/1/2007,0.03,-11.125,0,10.019375
1/2/2007,0.06,-11.1389,0,9.449166667
1/3/2007,0.08,-10.9722,0,8.588541667
1/4/2007,0.1,-10.325,0,8.588541667
1/5/2007,0.04,-10.3222,0,9.162291667
1/6/2007,0.89,-10.4611,0,12.88458333
1/7/2007,7.99,-6.6139,0,17.17708333
1/8/2007,5.96,-2.66945,0,18.60791667
1/9/2007,14.25,0.0861,0,20.04229167
1/10/2007,2.39,2.04445,0,24.33479167
1/11/2007,8.19,0.2639,0,28.63083333
1/12/2007,4.43,-0.3,0,31.4925
1/13/2007,11.76,-0.7639,0,32.06625
1/14/2007,18.68,0.1889,0,44.37708333
1/15/2007,4.8,-1.15555,0,49.81354167
1/16/2007,4.26,-2.1778,0,43.51645833
1/17/2007,5.79,-3.74165,0,38.65020833
1/18/2007,5.64,-2.8861,0,34.35416667
1/19/2007,1.14,-2.20555,0,31.779375
1/20/2007,0.13,-4.7389,0,28.63083333
1/21/2007,0.09,-5.37775,0,24.936875
1/22/2007,0,-6.04445,0,22.015
1/23/2007,0.13,-6.46665,0,20.92770833
1/24/2007,1.06,-5.5778,0,22.41520833
1/25/2007,2.55,-2.4278,0,24.448125
1/26/2007,10.68,-1.71945,0,25.595625
1/27/2007,0.76,-1.94165,0,24.79166667
1/28/2007,0.08,-2.59725,0,23.21916667
1/29/2007,2.63,-3.58055,0,21.52979167
1/30/2007,11.35,-0.4861,0,21.90166667
1/31/2007,25.19,1.78335,0,34.35416667
2/1/2007,31.03,1.79165,0,128.8316667
2/2/2007,4.95,0.1361,0,183.228125
2/3/2007,0.98,0.425,0,134.8454167
2/4/2007,0.44,2.4389,0,104.78375
2/5/2007,0.03,2.78335,0,89.89458333
2/6/2007,0.14,2.24165,0,82.45354167
2/7/2007,0.17,0.53335,0,77.30041667
2/8/2007,0,-0.60835,0,71.57354167
2/9/2007,0.14,-2.5389,0.012,65.84666667
2/10/2007,1.1,-5.225,0.032,61.84104167
2/11/2007,0.3,-10.4667,0.053,56.68791667
2/12/2007,0.63,-15.5472,0.075,48.38270833
2/13/2007,1.43,-15.8611,0.097,40.65479167
2/14/2007,0.22,-13.2,0.12,42.3725
2/15/2007,4.2,-9.73335,0.143,37.219375
2/16/2007,5.64,-2.9889,0.167,38.65020833
2/17/2007,21.59,-1.65835,0.192,44.94729167
2/18/2007,11.9,-0.2361,0.217,47.525625
2/19/2007,23.59,2.8778,0.242,64.12895833
2/20/2007,2.73,5.89445,0.269,121.10375
2/21/2007,1.12,3.56665,0.295,140.2854167
2/22/2007,0.03,2.2333,0.323,129.4054167
2/23/2007,0.3,3.05,0.35,117.0945833
2/24/2007,0.97,5.34445,0.379,110.22375
2/25/2007,3.87,2.5778,0.407,112.7985417
2/26/2007,1.31,1.2583,0.437,116.2339583
2/27/2007,0.06,-3.6222,0.466,109.936875
2/28/2007,0.29,-5.9778,0.497,99.9175
3/1/2007,0.13,-7.95555,0.527,91.61583333
3/2/2007,1.53,-5.7472,0.558,83.884375
3/3/2007,5.75,-4.5889,0.59,80.44895833
3/4/2007,11.41,-4.2417,0.622,78.1575
3/5/2007,4.29,-4.89165,0.655,71.86041667
3/6/2007,6.22,-6.1917,0.687,66.99416667
3/7/2007,3.43,-4.7972,0.721,61.84104167
3/8/2007,4.93,-3.01945,0.754,59.26270833
3/9/2007,6.3,2.39445,0.789,61.26729167
3/10/2007,1.66,4.5139,0.823,68.138125
3/11/2007,4.07,2.675,0.858,74.151875
3/12/2007,4.73,0.62225,0.893,80.44895833
3/13/2007,6.5,-0.5889,0.929,78.73125
3/14/2007,2.78,2.85835,0.965,77.870625
3/15/2007,10.81,0.90275,1.001,84.74145833
3/16/2007,0.72,0.63885,1.037,85.31520833
3/17/2007,0.85,1.4833,1.074,83.5975
3/18/2007,9.73,1.2028,1.111,88.176875
3/19/2007,5.58,0.04445,1.149,102.4922917
3/20/2007,6.27,0.94445,1.187,99.9175
3/21/2007,7.57,-0.28335,1.225,106.5014583
3/22/2007,1.72,-0.8778,1.263,101.0614583
3/23/2007,7.63,0.86385,1.301,95.62145833
3/24/2007,3.6,-2.24445,1.34,91.61583333
3/25/2007,0.4,-3.53335,1.379,84.17125
3/26/2007,1.18,-2.7667,1.418,78.444375
3/27/2007,0.14,-3.09445,1.457,73.865
3/28/2007,0.37,-3.0028,1.497,69.56895833
3/29/2007,0.14,-1.75835,1.536,66.70729167
3/30/2007,0.27,1.64445,1.576,64.70270833
3/31/2007,0.58,4.77775,1.616,63.55875
4/1/2007,2.31,1.61945,1.656,64.98958333
4/2/2007,0.49,1.0139,1.697,63.84208333
4/3/2007,0.59,4.075,1.737,61.55416667
4/4/2007,3.4,5.7528,1.778,64.98958333
4/5/2007,5.46,3.83885,1.818,78.444375
4/6/2007,4.63,3.26385,1.859,91.61583333
4/7/2007,15.46,3.7278,1.899,97.62604167
4/8/2007,10.07,0.15835,1.94,122.2477083
4/9/2007,4.11,-1.25835,1.981,113.3722917
4/10/2007,1.75,0.81115,2.022,103.6397917
4/11/2007,1.59,0.9889,2.063,98.19979167
4/12/2007,3.56,2.5889,2.104,94.190625
4/13/2007,11.05,2.52775,2.144,102.7791667
4/14/2007,2.26,-1.81945,2.185,108.7929167
4/15/2007,0.75,-2.4167,2.226,102.2054167
4/16/2007,0.71,-0.23335,2.267,97.05229167
4/17/2007,1.6,1.5639,2.307,94.190625
4/18/2007,9.02,1.16945,2.348,91.89916667
4/19/2007,4.67,-0.8583,2.389,92.18604167
4/20/2007,1.48,-0.8611,2.429,87.03291667
4/21/2007,0.47,1.11665,2.469,83.02375
4/22/2007,2.24,3.39445,2.51,80.44895833
4/23/2007,2.23,4.14445,2.55,81.02270833
4/24/2007,0.84,5.275,2.59,83.5975
4/25/2007,2.61,4.275,2.63,89.89458333
4/26/2007,0.07,3.7278,2.669,95.05125
4/27/2007,0.41,4.81385,2.709,99.630625
4/28/2007,7.82,2.41945,2.748,107.6454167
4/29/2007,2.72,1.8333,2.787,104.78375
4/30/2007,1,3.6972,2.826,102.2054167
5/1/2007,5.19,2.8528,2.865,101.0614583
5/2/2007,7.45,4.325,2.903,114.803125
5/3/2007,2.72,5.01115,2.942,137.7070833
5/4/2007,1.13,6.15,2.98,140.2854167
5/5/2007,1.44,6.3361,3.017,152.309375
5/6/2007,20.57,4.5917,3.055,189.8120833
5/7/2007,2.16,5.6111,3.092,227.8885417
5/8/2007,2.57,6.56115,3.129,229.3229167
5/9/2007,1.39,7.8778,3.165,247.6439583
5/10/2007,3.4,7.925,3.201,253.9445833
5/11/2007,7.43,5.23055,3.237,277.9925
5/12/2007,5.34,2.3583,3.273,279.4233333
5/13/2007,0.92,3.01945,3.308,235.04625
5/14/2007,1.12,6.22225,3.343,208.1366667
5/15/2007,0,7.675,3.377,203.840625
5/16/2007,2.6,9.65555,3.411,204.1275
5/17/2007,0.97,8.22225,3.445,243.3514583
5/18/2007,0.3,7.08335,3.478,258.2370833
5/19/2007,0.23,6.7889,3.511,259.9547917
5/20/2007,0.18,8.3139,3.544,256.2325
5/21/2007,0.12,8.7639,3.576,266.825625
5/22/2007,0.12,7.5833,3.607,267.1125
5/23/2007,0.12,7.6667,3.638,259.9547917
5/24/2007,0,8.34445,3.669,250.505625
5/25/2007,0.92,7.31665,3.699,246.213125
5/26/2007,4.94,4.78615,3.729,234.7629167
5/27/2007,1.19,7.43615,3.758,215.0075
5/28/2007,0.84,10.7,3.787,213.0029167
5/29/2007,0.44,13.34445,3.815,237.3377083
5/30/2007,0.29,13.8472,3.843,273.9833333
5/31/2007,0.21,13.4778,3.87,303.47125
6/1/2007,1.25,13.6778,3.897,300.6095833
6/2/2007,3.38,12.9639,3.923,294.8827083
6/3/2007,10.23,11.16385,3.949,320.6483333
6/4/2007,3.35,12.70275,3.974,317.7866667
6/5/2007,16.21,6.3222,3.998,309.198125
6/6/2007,18.86,0.125,4.022,277.705625
6/7/2007,2.56,2.9778,4.045,223.0222917
6/8/2007,0.35,4.6028,4.068,206.1320833
6/9/2007,0.69,6.4667,4.09,177.788125
6/10/2007,1.79,10.1528,4.112,162.9025
6/11/2007,0.63,11.9778,4.133,168.6258333
6/12/2007,0.35,12.96945,4.154,179.5058333
6/13/2007,0,12.4333,4.173,187.5241667
6/14/2007,0.02,12.3528,4.192,186.3766667
6/15/2007,1.61,12.1833,4.211,179.7927083
6/16/2007,3.17,12.0861,4.229,172.348125
6/17/2007,10.6,9.8111,4.246,175.4966667
6/18/2007,5.85,8.3167,4.263,179.7927083
6/19/2007,7.35,5.7111,4.279,170.9172917
6/20/2007,1.71,5.85,4.294,154.3139583
6/21/2007,10.72,4.99445,4.309,133.9847917
6/22/2007,2.55,8.08615,4.323,141.429375
6/23/2007,1.11,11.3222,4.337,128.8316667
6/24/2007,0.64,14.15835,4.349,125.683125
6/25/2007,0.07,15.4028,4.361,124.5391667
6/26/2007,0.01,15.70835,4.373,123.1047917
6/27/2007,0,11.84165,4.383,120.243125
6/28/2007,0,9.54445,4.394,109.0797917
6/29/2007,0,11.72225,4.403,97.62604167
6/30/2007,0.02,14.27225,4.412,91.04208333
7/1/2007,0,15.81945,4.42,86.74604167
7/2/2007,18.66,12.48335,4.427,85.88895833
7/3/2007,20.57,8.7361,4.433,151.44875
7/4/2007,1.57,11.8889,4.439,144.5779167
7/5/2007,1.28,12.83055,4.445,113.6591667
7/6/2007,5.72,16.90835,4.449,99.9175
7/7/2007,1.68,15.85555,4.453,104.21
7/8/2007,1.15,18.07225,4.456,90.46833333
7/9/2007,3.29,18.09165,4.459,84.17125
7/10/2007,2.03,15.27225,4.46,86.74604167
7/11/2007,11.19,13.96385,4.461,81.30604167
7/12/2007,8.97,12.625,4.462,85.88895833
7/13/2007,6.67,11.65275,4.461,98.19979167
7/14/2007,0.77,12.6472,4.46,84.17125
7/15/2007,0.27,13.54725,4.458,73.578125
7/16/2007,0.2,14.90835,4.456,67.2775
7/17/2007,0.36,16.8528,4.453,62.41125
7/18/2007,0,17.5944,4.449,58.405625
7/19/2007,0.17,17.66665,4.444,54.97020833
7/20/2007,0.65,17.59445,4.439,51.818125
7/21/2007,0.5,16.93055,4.433,50.96104167
7/22/2007,0.15,15.03615,4.426,47.8125
7/23/2007,0.03,14.875,4.419,44.94729167
7/24/2007,0.04,14.69725,4.411,42.3725
7/25/2007,0.07,15.66385,4.402,40.08104167
7/26/2007,0.31,13.46115,4.393,38.36333333
7/27/2007,0.16,14.34445,4.383,37.50625
7/28/2007,0.35,17.66945,4.372,35.785
7/29/2007,1.8,12.4278,4.361,34.64104167
7/30/2007,0.21,8.79165,4.349,34.35416667
7/31/2007,0.34,11.5833,4.336,32.92333333
8/1/2007,0.28,15.26945,4.322,31.205625
8/2/2007,0.43,15.6,4.308,29.48791667
8/3/2007,0.12,16.39725,4.294,28.25895833
8/4/2007,0.02,17.29445,4.278,27.19645833
8/5/2007,0.64,18.175,4.262,26.28270833
8/6/2007,0.05,17.9389,4.245,25.25208333
8/7/2007,7.54,12.4139,4.228,26.1375
8/8/2007,2.45,7.4528,4.21,30.06166667
8/9/2007,1.62,10.75,4.191,28.485625
8/10/2007,1.76,14.26385,4.172,26.19416667
8/11/2007,0.42,12.2722,4.152,24.67833333
8/12/2007,5.04,10.81665,4.132,23.619375
8/13/2007,1.47,9.3611,4.111,24.65
8/14/2007,0.86,11.6278,4.089,24.53666667
8/15/2007,8.66,12.1861,4.067,22.960625
8/16/2007,14.14,9.88055,4.044,25.25208333
8/17/2007,6.64,7.1583,4.021,30.631875
8/18/2007,0.83,8.5167,3.997,34.92791667
8/19/2007,0.8,11.27775,3.972,28.14208333
8/20/2007,0.8,15.1167,3.947,24.65
8/21/2007,0.29,17.8583,3.922,22.75875
8/22/2007,0.64,17.48055,3.895,21.473125
8/23/2007,4.13,17.89445,3.869,20.92770833
8/24/2007,0.59,13.55555,3.841,21.29958333
8/25/2007,0,12.65555,3.814,20.899375
8/26/2007,0,13.3639,3.785,19.81208333
8/27/2007,0,13.51385,3.757,18.753125
8/28/2007,0,15.49445,3.727,18.094375
8/29/2007,0.01,10.4083,3.698,17.49229167
8/30/2007,0.03,11.1639,3.667,17.06375
8/31/2007,0.07,14.10555,3.637,16.80520833
9/1/2007,0.12,16.86945,3.606,16.34833333
9/2/2007,0,17.7278,3.574,15.91625
9/3/2007,1.25,19.02225,3.542,15.459375
9/4/2007,4.9,17.93055,3.509,15.05916667
9/5/2007,1.94,13.50275,3.476,14.85729167
9/6/2007,0.3,13.04445,3.443,15.03083333
9/7/2007,9.6,11.6667,3.409,14.74395833
9/8/2007,6.49,8.625,3.375,15.85958333
9/9/2007,1.41,9.6306,3.341,18.32458333
9/10/2007,6.55,10.0167,3.306,16.91854167
9/11/2007,0.85,13,3.271,17.06375
9/12/2007,0.18,13.95835,3.235,17.37895833
9/13/2007,0,14.3861,3.199,15.544375
9/14/2007,0,14.4722,3.163,14.60229167
9/15/2007,0,14.54445,3.127,14.056875
9/16/2007,0.02,15.275,3.09,13.62833333
9/17/2007,0.09,14.86115,3.053,13.228125
9/18/2007,1.15,12.5639,3.015,12.88458333
9/19/2007,10.87,7.24445,2.977,12.88458333
9/20/2007,0.22,4.38055,2.939,15.60458333
9/21/2007,0.34,4.13055,2.901,16.06145833
9/22/2007,0.47,5.2333,2.863,14.28708333
9/23/2007,0.03,7.84725,2.824,13.62833333
9/24/2007,0.04,8.58055,2.785,13.08291667
9/25/2007,0.24,10.07225,2.746,12.68270833
9/26/2007,3.49,8.49445,2.707,12.62604167
9/27/2007,6.43,7.15,2.667,12.76770833
9/28/2007,6.58,6.03055,2.627,14.42875
9/29/2007,7.23,4.8611,2.588,19.89708333
9/30/2007,5.14,4.0778,2.548,18.78145833
10/1/2007,0.39,2.9667,2.507,17.63395833
10/2/2007,3.21,0.85555,2.467,17.26208333
10/3/2007,40.29,3.0861,2.427,34.64104167
10/4/2007,5.75,1.01945,2.386,57.258125
10/5/2007,2.01,2.0861,2.346,35.50166667
10/6/2007,1.39,3.43885,2.305,28.02875
10/7/2007,0.58,2.28055,2.264,26.22604167
10/8/2007,4.94,3.55,2.224,24.59333333
10/9/2007,2.03,3.38055,2.183,26.10916667
10/10/2007,2.72,7.10835,2.142,25.65229167
10/11/2007,16.53,6.7833,2.101,25.79395833
10/12/2007,7.52,1.8889,2.06,40.94166667
10/13/2007,0.79,1.85,2.02,40.08104167
10/14/2007,1.57,5.9639,1.979,33.49708333
10/15/2007,1.15,8.925,1.938,31.4925
10/16/2007,9.24,5.4861,1.897,34.64104167
10/17/2007,15.43,4.01945,1.856,45.52104167
10/18/2007,5.31,2.2139,1.816,73.578125
10/19/2007,1.37,2.02225,1.775,64.70270833
10/20/2007,3.18,2.88885,1.735,50.67416667
10/21/2007,6.23,0.40835,1.694,48.09583333
10/22/2007,0.51,0.11945,1.654,46.951875
10/23/2007,1.01,-0.2028,1.614,42.085625
10/24/2007,1.73,1.92775,1.574,39.22395833
10/25/2007,13.26,2.46945,1.534,37.50625
10/26/2007,14.83,2.89165,1.495,58.68895833
10/27/2007,0.04,1.34725,1.455,56.97125
10/28/2007,0.02,0.1889,1.416,47.525625
10/29/2007,0.02,-0.97775,1.377,42.94270833
10/30/2007,0.16,-2.99165,1.338,39.79416667
10/31/2007,0.08,-6.45,1.299,36.645625
11/1/2007,0.43,-8,1.261,31.4925
11/2/2007,0.42,-7.05835,1.222,25.765625
11/3/2007,0.03,-5.6889,1.184,23.47770833
11/4/2007,2.42,-4.74725,1.147,24.33479167
11/5/2007,11.34,-2.31665,1.109,28.63083333
11/6/2007,10.13,-3.8389,1.072,31.4925
11/7/2007,24.51,-2.5833,1.035,32.34958333
11/8/2007,28.13,1.4639,0.999,44.94729167
11/9/2007,8.17,-1.71945,0.963,121.3870833
11/10/2007,8.99,-4.2389,0.927,87.31979167
11/11/2007,49.14,-1.2361,0.891,112.2283333
11/12/2007,7.59,-0.40555,0.856,186.3766667
11/13/2007,11.57,1.025,0.821,138.8510417
11/14/2007,0.42,4.2583,0.787,148.8739583
11/15/2007,3.36,3.3028,0.753,144.5779167
11/16/2007,3.5,3.07225,0.719,150.5916667
11/17/2007,1.78,3.1583,0.686,144.5779167
11/18/2007,2.03,2.34165,0.653,144.2910417
11/19/2007,0.11,-0.4139,0.62,135.7025
11/20/2007,0.39,-0.1139,0.588,118.2385417
11/21/2007,2.95,-0.17775,0.557,107.3585417
11/22/2007,10.41,-0.01665,0.526,105.070625
11/23/2007,7.74,2.30555,0.495,118.5254167
11/24/2007,14.56,3.34165,0.465,131.123125
11/25/2007,28.47,1.8139,0.435,203.2704167
11/26/2007,18.17,-1.16115,0.406,227.0314583
11/27/2007,11.41,-2.53335,0.377,196.9697917
11/28/2007,42.6,-0.7139,0.349,209.280625
11/29/2007,38.85,1.5278,0.321,366.45625
11/30/2007,30.49,1.8722,0.294,704.2852083
12/1/2007,26.94,1.04445,0.267,701.42
12/2/2007,6.2,-2,0.241,521.0535417
12/3/2007,4.82,-1.825,0.215,377.9064583
12/4/2007,8.23,-4.11385,0.19,306.3329167
12/5/2007,1.78,-8.5528,0.166,243.6347917
12/6/2007,1.23,-7.51665,0.142,210.4245833
12/7/2007,0.27,-7.4111,0.118,184.6589583
12/8/2007,0.53,-12.8389,0.096,162.615625
12/9/2007,11.62,-9.79165,0.073,144.0041667
12/10/2007,10.32,-2,0.052,149.7310417
12/11/2007,15.76,0.075,0.031,154.3139583
12/12/2007,18.23,2.20555,0.01,176.9310417
12/13/2007,4.12,0.43055,0,196.9697917
12/14/2007,9.78,-0.7528,0,176.3572917
12/15/2007,10.87,-1.39165,0,167.481875
12/16/2007,0.59,-4.18055,0,157.175625
12/17/2007,0.87,-5.9806,0,144.8647917
12/18/2007,0.61,-5.8528,0,134.2716667
12/19/2007,0.24,-6.60555,0,127.1139583
12/20/2007,0.02,-5.0361,0,122.2477083
12/21/2007,0.04,-5.7639,0,114.51625
12/22/2007,0.31,-8.1389,0,101.3483333
12/23/2007,0.28,-8.4361,0,85.88895833
12/24/2007,0.04,-6.7361,0,83.02375
12/25/2007,0.15,-6.28055,0,80.16208333
12/26/2007,0,-6.925,0,77.30041667
12/27/2007,0.07,-7.70835,0,74.43520833
12/28/2007,1.31,-7.40275,0,71.57354167
12/29/2007,9.35,-6.1639,0,74.43520833
12/30/2007,21.8,-2.50835,0,79.87520833
12/31/2007,11.69,-2.2778,0,85.60208333
1/1/2008,3.95,-3.42775,0,78.444375
1/2/2008,13.88,-2.28615,0,73.865
1/3/2008,18.14,-1.3028,0,88.750625
1/4/2008,12.6,-5.86665,0,86.17583333
1/5/2008,5.24,-7.5833,0,78.1575
